,Código do Município,Município,Estado,Ano de Referência,Prestadores,ES002 - Quantidade de ligações ativas de esgotos,ES003 - Quantidade de economias ativas de esgotos,ES004 - Extensão da rede de esgotos,ES005 - Volume de esgotos coletado,ES006 - Volume de esgotos tratado,ES007 - Volume de esgotos faturado,ES009 - Quantidade de ligações totais de esgotos,ES026 - População urbana atendida com esgotamento sanitário,FN039 - Despesa com esgoto exportado
1592,"312230,00",Divinópolis,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31223040] prefeitura municipal de divinópolis - PMD,68072.0,94256.0,831.52,8568.76,287.43,10922.33,68072.0,200263.0,0.0
1594,"312240,00",Divisa Nova,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31224011] Prefeitura Municipal de Divisa Nova - PMDN | [31224040] Município de Divisa Nova - PMDN,2012.0,2030.0,38.0,219.0,0.0,0.0,2190.0,4847.0,0.0
1595,"312245,00",Divisópolis,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31224540] SECRETARIA MUNICIPAL DE AGRICULTURA E MEIO AMBIENTE - MG,1230.0,1264.0,9.86,77.19,77.19,105.83,1230.0,3069.0,0.0
1597,"312250,00",Dom Cavati,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31225011] Prefeitura Municipal de Dom Cavati - PMDC | [31225040] Prefeitura Municipal de Dom Cavati - PMDC,1682.0,1710.0,24.0,325.0,0.0,0.0,1796.0,4486.0,0.0
1598,"312260,00",Dom Joaquim,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31226011] Prefeitura Municipal de Dom Joaquim - PMDJ | [31226040] Prefeitura Municipal Dom Joaquim MG - PMDJ,60.0,60.0,10.0,100.0,0.0,0.0,1000.0,1594.0,0.0
1599,"312270,00",Dom Silvério,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31227011] Prefeitura Municipal de Dom Silvério - PMDS | [31227040] PREFEITURA MUNICIPAL DE DOM SILVÉRIO - PMDS,500.0,,10.0,300.0,0.0,300.0,580.0,4000.0,0.0
1600,"312280,00",Dom Viçoso,MG,"2019,00",[31228011] Prefeitura Municipal de Dom Viçoso - PMDV | [31228040] PREFEITURA MUNICIPAL DE DOM VIÇOSO - PMDV,582.0,582.0,6.5,78.0,0.0,43.7,582.0,1000.0,0.0
1601,"312290,00",Dona Eusébia,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31229011] Prefeitura Municipal de Dona Eusébia - PMDE | [31229040] PREFEITURA MUNICIPAL DONA EUZÉBIA - PMDE,2720.0,,27.0,350.0,0.0,0.0,2850.0,5560.0,0.0
1602,"312300,00",Dores de Campos,MG,"2019,00",[31230011] Prefeitura Municipal de Dores de Campos - PMDC | [31230040] PREFEITURA MUNCIPAL DE DORES DE CAMPOS - PMDC,3127.0,,36.0,450.0,0.0,0.0,3158.0,8457.0,0.0
1604,"312320,00",Dores do Indaiá,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA,5736.0,5978.0,64.63,449.66,449.66,568.98,5736.0,10369.0,0.0
1605,"312330,00",Dores do Turvo,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31233011] Prefeitura Municipal de Dores do Turvo - PMDT,604.0,604.0,13.0,447.71,0.0,268.62,604.0,1938.0,20480.0
1608,"312352,00",Durandé,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31235211] Prefeitura Municipal de Durandé - PMD,1945.0,1984.0,29.0,462.0,0.0,0.0,1961.0,3747.0,0.0
1609,"312360,00",Elói Mendes,MG,"2019,00",[31236011] Serviço Autônomo de Água e Esgoto - SAAE | [31236040] Secretaria Municipal de Obras Públicas e Serviços Urbanos - SMOPSU,8354.0,8725.0,119.65,1598.0,0.0,584.0,9327.0,22477.0,0.0
1610,"312370,00",Engenheiro Caldas,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31237011] Prefeitura Municipal de Engenheiro Caldas - PMEC | [31237040] Secretaria de Governo e Meio Ambiente - PMEC,3000.0,,25.0,500.0,0.0,0.0,3168.0,4000.0,0.0
1611,"312380,00",Engenheiro Navarro,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31238040] PREFEITURA MUNICIPAL DE ENGENHEIRO NAVARRO - PMEN,1052.0,1063.0,20.03,82.84,82.84,107.48,1052.0,2452.0,0.0
1613,"312390,00",Entre Rios de Minas,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31239011] Prefeitura Municipal de Entre Rios de Minas - PMERM | [31239040] Secretaria Municipal de Desenvolvimento Sustentável - SMDS,6897.0,,82.45,628.0,0.0,0.0,6915.0,10201.0,0.0
1614,"312400,00",Ervália,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31240011] Prefeitura Municipal de Ervália - PME | [31240040] Prefeitura Municipal de Ervália - PME,3800.0,,46.0,714.0,0.0,0.0,3900.0,9971.0,0.0
1615,"312410,00",Esmeraldas,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31241040] Prefeitura Municipal - PM,5006.0,5417.0,39.12,382.35,382.35,504.08,5006.0,9584.0,0.0
1616,"312420,00",Espera Feliz,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31242011] Prefeitura Municipal de Espera Feliz - PMEF | [31242040] Secretaria Municipal de Meio Ambiente e Defesa Civil - SMMADC,126.0,,2.5,1016.57,0.0,0.0,144.0,15473.0,0.0
1617,"312430,00",Espinosa,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31243040] Prefeitura Municipal de Espinosa - PME,102.0,109.0,68.0,2.38,2.38,3.67,102.0,202.0,0.0
1618,"312440,00",Espírito Santo do Dourado,MG,"2019,00",[31244011] Prefeitura Municipal de Espírito Santo do Dourado - PMESD,925.0,,11.8,107.34,0.0,0.0,938.0,1783.0,0.0
1619,"312450,00",Estiva,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31245011] Prefeitura Municipal de Estiva - PME,250.0,,9.0,250.0,0.0,0.0,350.0,5129.0,0.0
1621,"312470,00",Estrela do Indaiá,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31247040] PREFEITURA MUNICIPAL DE ESTRELA DO INDAIA - PMEI,968.0,999.0,10.0,77.01,0.0,105.52,968.0,1684.0,0.0
1622,"312480,00",Estrela do Sul,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31248040] Prefeitura Municipal de Estrela do Sul - PMES,1236.0,1274.0,23.16,120.55,0.0,153.21,1236.0,2860.0,0.0
1623,"312490,00",Eugenópolis,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31249011] Prefeitura Municipal de Eugenópolis - PME | [31249040] PREFEITURA MUNICIPAL DE EUGENOPOLIS - PME,3513.0,,25.0,1299.0,0.0,0.0,3514.0,7921.0,0.0
1625,"312510,00",Extrema,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31251040] SECRETARIA DE MEIO AMBIENTE - SMA,11161.0,12061.0,69.0,1396.98,1029.41,1451.64,11161.0,23602.0,0.0
1626,"312520,00",Fama,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA,563.0,571.0,6.46,51.32,0.0,60.78,563.0,737.0,0.0
1627,"312530,00",Faria Lemos,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31253011] Prefeitura Municipal de Faria Lemos - PMFL | [31253040] PREFEITURA MUNICIPAL DE FARIA LEMOS - MG,1225.0,,15.0,96.7,15.0,0.0,1500.0,2239.0,0.0
1629,"312560,00",Felisburgo,MG,"2019,00",[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR | [31256040] PREFEITURA MUNICIPAL DE FELISBURGO - PMF,1990.0,,19.14,194.25,0.0,193.97,2223.0,4388.0,0.0
1630,"312570,00",Felixlândia,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31257011] Prefeitura Municipal de Felixlândia - PMF | [31257040] Prefeitura Municipal de Felixlândia - PMF,700.0,700.0,10.14,180.0,0.0,0.0,700.0,1200.0,0.0
1632,"312590,00",Ferros,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31259011] Prefeitura Municipal de Ferros - PMF | [31259040] Prefeitura Municipal de Ferros - PMF,390.0,390.0,5.2,67.4,0.0,0.0,420.0,1906.0,0.0
1633,"312595,00",Fervedouro,MG,"2019,00",[31259511] Serviço Autônomo de Água e Esgoto - SAAE | [31259540] PREFEITURA MUNICIPAL DE FERVEDOURO - PMF,1339.0,1496.0,25.4,308.0,0.0,0.0,1611.0,5066.0,0.0
1634,"312600,00",Florestal,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31260011] Prefeitura Municipal de Florestal - PMF | [31260040] Prefeitura Municipal de Florestal - PMF,2300.0,2310.0,30.0,524.79,0.0,0.0,2510.0,6124.0,0.0
1635,"312610,00",Formiga,MG,"2019,00",[31261011] Serviço Autônomo de Água e Esgoto - SAAE | [31261040] Secretaria Municipal de Gestão Ambiental - SGA,25000.0,27736.0,500.0,4856.63,0.0,3865.25,27219.0,59289.0,0.0
1637,"312630,00",Fortaleza de Minas,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31263011] Prefeitura Municipal de Fortaleza de Minas - PMFM | [31263040] PREFEITURA MUINICIPAL DE FORTALEZA DE MINAS - PMFM,1346.0,,11.18,202.87,0.0,0.0,1354.0,3176.0,0.0
1638,"312640,00",Fortuna de Minas,MG,"2019,00",[31264011] Prefeitura Municipal de Fortuna de Minas - PMFM | [31264040] PREFEITURA MUNICIPAL DE FORTUNA DE MINAS - PMFM,747.0,762.0,50.0,69.0,0.0,0.0,762.0,2032.0,0.0
1640,"312660,00",Francisco Dumont,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA,550.0,569.0,15.8,38.05,37.92,49.28,550.0,1137.0,0.0
1641,"312675,00",Franciscópolis,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31267511] Prefeitura Municipal de Franciscópolis - PMF | [31267540] Prefeitura Municipal de Franciscópolis - PMF,1154.0,1192.0,24.0,194.0,0.0,0.0,1165.0,2229.0,0.0
1642,"312670,00",Francisco Sá,MG,"2019,00",[31267011] Serviço Autônomo de Água e Esgoto - SAAE,3788.0,3987.0,47.0,437.44,437.44,437.44,4418.0,13823.0,0.0
1643,"312680,00",Frei Gaspar,MG,"2019,00",[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR,1121.0,,12.5,91.26,0.0,91.26,1568.0,1106.0,0.0
1646,"312700,00",Fronteira,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31270040] Prefeitura Municipal de Fronteira - PMF,5000.0,5101.0,69.91,478.04,0.0,616.6,5000.0,12591.0,0.0
1647,"312705,00",Fronteira dos Vales,MG,"2019,00",[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR,921.0,,8.76,85.11,85.1,85.11,1357.0,2212.0,0.0
1649,"312710,00",Frutal,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31271040] Prefeitura de Frutal - PMF,23079.0,24207.0,171.54,2138.84,2138.84,2991.96,23079.0,44637.0,0.0
1650,"312720,00",Funilândia,MG,"2019,00","[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31272040] Secretaria Municipal de Agricultura, Pecuária e Meio Ambiente - SEMAPE",719.0,746.0,20.05,56.27,31.49,71.17,719.0,1268.0,0.0
1653,"312735,00",Glaucilândia,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31273540] Prefeitura Municipal de Glaucilândia - PMG,489.0,489.0,10.57,30.84,29.68,40.52,489.0,990.0,0.0
1654,"312737,00",Goiabeira,MG,"2019,00",[31273711] Prefeitura Municipal de Goiabeira - PMG | [31273740] PREFEITURA MUNICIPAL DE GOIABEIRA - PMG,1021.0,1027.0,11.3,110.5,110.5,149.02,1158.0,2716.0,0.0
1655,"312738,00",Goianá,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31273811] Prefeitura Municipal de Goianá - PMG | [31273840] Prefeitura Municipal de Goianá - PMG,1628.0,1628.0,20.27,543.0,0.0,0.0,1628.0,3100.0,0.0
1656,"312740,00",Gonçalves,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31274040] PREFEITURA MUNICIPAL DE GONÇALVES - PMG,604.0,647.0,5.8,39.84,39.84,66.7,604.0,569.0,0.0
1657,"312750,00",Gonzaga,MG,"2019,00",[31275011] Prefeitura Municipal de Gonzaga - PMG | [31275040] Prefeitura Municipal de Gonzaga - PMG,1262.0,1293.0,15.0,234.0,0.0,0.0,1293.0,3367.0,0.0
1658,"312760,00",Gouveia,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31276011] Prefeitura Municipal de Gouveia - PMG | [31276040] Prefeitura Municipal de Gouveia - PMGMG,7320.0,,192.0,720.0,60.0,0.0,9500.0,8000.0,0.0
1659,"312770,00",Governador Valadares,MG,"2019,00",[31277011] Serviço Autônomo de Água e Esgoto - SAAE | [31277040] Departamento de Limpeza Urbana - DLU,85541.0,114686.0,714.6,13085.82,0.0,13085.82,89599.0,261589.0,0.0
1660,"312780,00",Grão Mogol,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR | [31278040] Prefeitura Municipal de Grão Mogol - PMGM,1227.0,1282.0,27.72,83.75,83.75,108.65,1227.0,2673.0,0.0
1662,"312800,00",Guanhães,MG,"2019,00",[31280011] Serviço Autônomo de Água e Esgoto - SAAE | [31280040] PREFEITURA MUNICIPAL DE GUANHÃES - PMG,8463.0,9432.0,110.58,1138.8,56.94,1222.46,9449.0,27907.0,0.0
1663,"312810,00",Guapé,MG,"2019,00",[31281011] Serviço Autônomo de Água e Esgoto - SAAE | [31281040] DEPARTAMENTO DE OBRAS - DEP OBRAS,3835.0,3940.0,65.0,765.0,0.0,1075.0,4261.0,7367.0,0.0
1664,"312820,00",Guaraciaba,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31282040] Prefeitura Municipal de Guaraciaba - PMG,1226.0,1256.0,6.88,84.89,0.0,103.7,1226.0,2775.0,0.0
1666,"312830,00",Guaranésia,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31283011] Prefeitura Municipal de Guaranésia - PMG | [31283040] Prefeitura Municipal de Guaranésia - PMG,9956.0,9956.0,141.0,972.43,95.0,0.0,10056.0,17003.0,0.0
1667,"312840,00",Guarani,MG,"2019,00",[31284011] Serviço Autônomo de Água e Esgoto de Guarani - SAEG | [31284040] Diretoria de Meio Ambiente - DMA,2625.0,2625.0,30.0,1590.0,0.0,0.0,2925.0,7061.0,0.0
1669,"312860,00",Guarda-Mor,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31286040] PREFEITURA MUNICIPAL DE GUARDA MOR - PMGM,1699.0,1761.0,25.2,159.33,159.33,199.23,1699.0,3248.0,0.0
1670,"312870,00",Guaxupé,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31287040] Secretaria Municipal de Desenvolvimento Econômico e Meio Ambiente - SDMA,19225.0,21283.0,216.92,1997.52,0.0,2498.05,19225.0,43235.0,0.0
1672,"312890,00",Guimarânia,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31289040] SECRETARIA MUNICIPA DE OBRAS - SMOP,2856.0,2856.0,25.38,252.72,0.0,320.5,2856.0,5976.0,0.0
1674,"312910,00",Gurinhatã,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31291011] Prefeitura Municipal de Gurinhatã - PMG | [31291040] Prefeitura Municipal de Gurinhatã - PMG,1514.0,1943.0,14.0,212.32,212.32,0.0,1943.0,2474.0,0.0
1675,"312920,00",Heliodora,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31292011] Prefeitura Municipal de Heliodora - PMH | [31292040] Departamento de obras - DPO,2300.0,2307.0,22.0,350.0,0.0,0.0,2350.0,4722.0,0.0
1676,"312930,00",Iapu,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31293011] Prefeitura Municipal de Iapu - PMI | [31293040] Prefeitura Municipal de Iapu - PMI,1764.0,,20.0,398.9,0.0,0.0,2014.0,7000.0,0.0
1677,"312940,00",Ibertioga,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31294011] Prefeitura Municipal de Ibertioga - PMI | [31294040] Prefeituta Municipal de Ibertioga - PMI,1700.0,1700.0,21.0,215.0,195.0,0.0,1700.0,3447.0,0.0
1678,"312950,00",Ibiá,MG,"2019,00",[31295011] Serviço Autônomo de Água e Esgoto - SAAE | [31295040] PREFEITURA MUNICIPAL DE IBIÁ - PMI,7378.0,7765.0,73.77,1152.43,0.0,888.33,8089.0,19942.0,0.0
1679,"312960,00",Ibiaí,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA,766.0,783.0,31.68,58.48,57.59,68.28,766.0,2001.0,0.0
1681,"312970,00",Ibiraci,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31297040] Prefeitura Municipal de Ibiraci - PMI,3039.0,3297.0,25.18,333.72,0.0,426.62,3039.0,8348.0,0.0
1682,"312980,00",Ibirité,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31298040] Secretaria de Meio Ambiente e Serviços Urbanos - SEMAS,43868.0,49464.0,247.48,4170.99,2534.98,4868.93,43868.0,124791.0,0.0
1684,"313000,00",Ibituruna,MG,"2019,00",[31300011] Prefeitura Municipal de Ibituruna - PMI,1010.0,1150.0,15.75,94.98,0.0,0.0,1150.0,2592.0,0.0
1685,"313005,00",Icaraí de Minas,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA,607.0,628.0,17.21,40.69,40.69,55.28,607.0,1336.0,0.0
1686,"313010,00",Igarapé,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31301040] PREFEITURA MUNICIPAL DE IGARAPÉ - PMMG,9771.0,10515.0,85.84,868.61,0.0,1136.38,9771.0,18179.0,0.0
1688,"313030,00",Iguatama,MG,"2019,00",[31303012] Serviço Autônomo de Água e Esgoto de Iguatama - SAAE | [31303040] Prefeitura Municipal de Iguatama - PMI,2585.0,2733.0,60.7,312.98,0.0,0.0,2878.0,6200.0,0.0
1689,"313040,00",Ijaci,MG,"2019,00",[31304011] Prefeitura Municipal de Ijaci - PMI | [31304040] Secretaria Municipal de Desenvolvimento Urbano - SEMDU,2586.0,2586.0,35.0,310.0,290.0,0.0,2591.0,6266.0,0.0
1690,"313050,00",Ilicínea,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31305011] Prefeitura Municipal de Ilicínea - PMI | [31305040] Prefeitura Municipal de Ilicínea - PMI,4128.0,4128.0,66.0,280.0,0.0,0.0,4128.0,9798.0,0.0
1692,"313060,00",Inconfidentes,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31306011] Prefeitura Municipal de Inconfidentes - PMI | [31306040] Prefeitura Municipal de Inconfidentes - PMI,2305.0,,31.8,233.1,0.0,0.0,2509.0,3902.0,0.0
1693,"313065,00",Indaiabira,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31306540] secretaria de obras - secretaria de obras,415.0,426.0,8.16,28.85,27.24,37.38,415.0,896.0,0.0
1696,"313090,00",Inhapim,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31309040] Prefeitura Municipal de Inhapim - PMI,3007.0,3113.0,32.44,263.04,0.0,336.98,3007.0,6569.0,0.0
1699,"313115,00",Ipaba,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31311511] Prefeitura Municipal de Ipaba - PMI | [31311540] PREFEITURA MUNICIPAL DE IPABA - PMI,3560.0,,34.2,590.3,0.0,0.0,3610.0,14964.0,0.0
1700,"313120,00",Ipanema,MG,"2019,00",[31312011] Serviço Autônomo de Água e Esgoto - SAAE | [31312040] Prefeitura Municipal de Ipanema - PMI,6117.0,6181.0,81.2,972.0,0.0,972.0,7276.0,14746.0,0.0
1701,"313130,00",Ipatinga,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31313040] Prefeitura Municipal de Ipatinga - PMI,76035.0,102431.0,558.92,8770.89,8770.89,10435.82,76035.0,239650.0,0.0
1703,"313150,00",Ipuiúna,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA,2350.0,2438.0,26.06,216.38,0.0,271.85,2350.0,5631.0,0.0
1704,"313160,00",Iraí de Minas,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31316011] Prefeitura Municipal de Iraí de Minas - PMIM | [31316040] Prefeitura Municipal de Iraí de Minas - PMIM,2500.0,2950.0,24.0,94.0,94.0,0.0,2800.0,5200.0,0.0
1705,"313170,00",Itabira,MG,"2019,00",[31317011] Serviço Autônomo de Água e Esgoto de Itabira - SAAE-Itabira | [31317040] ITAURB - Empresa de Desenvolvimento de Itabira - ITAURB,30644.0,40265.0,323.03,6523.41,2338.15,6523.41,34254.0,105807.0,0.0
1706,"313180,00",Itabirinha,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR | [31318040] Prefeitura Municipal de Itabirinha - PMI,2957.0,,27.36,217.55,46.04,261.36,3116.0,5508.0,0.0
1707,"313190,00",Itabirito,MG,"2019,00",[31319011] SERVIÇO AUTÔNOMO SANEAMENTO BÁSICO - SAAE | [31319040] Prefeitura Municipal de Itabirito - PMI,15791.0,18240.0,219.08,2376.34,1998.44,2169.08,17113.0,45284.0,0.0
1709,"313210,00",Itacarambi,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31321040] PREFEITURA MUNICIPAL DE ITACARAMBI - PMI,2044.0,2107.0,23.35,174.36,174.36,234.38,2044.0,5360.0,0.0
1710,"313220,00",Itaguara,MG,"2019,00",[31322011] Serviço Autônomo de Água e Esgoto - SAAE | [31322040] SERVIÇO AUTONOMO DE AGUA E ESGOTO - SAAE,4036.0,4411.0,71.66,514.0,488.0,150.0,4529.0,9750.0,0.0
1711,"313230,00",Itaipé,MG,"2019,00",[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR | [31323040] PREFEITURA MUNICIPAL DE ITAIPÉ - PMI,1867.0,,18.2,162.48,162.48,162.48,2423.0,4030.0,0.0
1712,"313240,00",Itajubá,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31324040] Secretaria Municipal de Obras - SEMOB,30962.0,36607.0,343.16,3633.7,3294.46,4444.14,30962.0,76118.0,0.0
1713,"313250,00",Itamarandiba,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR | [31325040] Prefeitura Municipal de Itamarandiba - PMI,7704.0,,70.25,581.71,0.0,735.67,7704.0,18388.0,0.0
1715,"313270,00",Itambacuri,MG,"2019,00",[31327011] Serviço Autônomo de Água e Esgoto - SAAE | [31327040] Prefeitura Municipal de Itambacuri - PMI,3778.0,3827.0,50.0,1000.0,0.0,0.0,4377.0,15200.0,0.0
1716,"313280,00",Itambé do Mato Dentro,MG,"2019,00",[31328011] Prefeitura Municipal de Itambé do Mato Dentro - PMIMD,515.0,1000.0,10.0,82.0,62.0,0.0,520.0,800.0,0.0
1717,"313290,00",Itamogi,MG,"2019,00",[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31329011] Prefeitura Municipal de Itamogi - PMI | [31329040] Prefeitura Municipal de Itamogi - PMI,102.0,,60.67,602.0,0.0,0.0,4001.0,7550.0,0.0
1719,"313310,00",Itanhandu,MG,"2019,00",[31331011] Prefeitura Municipal de Itanhandu - PMI | [31331040] Prefeitura Municipal de Itanhandu - 18.186.718/0001-80,5867.0,5867.0,57.6,1558.93,0.0,0.0,6552.0,12818.0,0.0
